Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.35     0.00       56     0.00     0.00  free_formula(formula*)
  0.00      0.35     0.00       28     0.00     0.00  get_nb_displayed_proteins()
  0.00      0.35     0.00       23     0.00     0.00  closest_int(double)
  0.00      0.35     0.00       21     0.00     0.00  free_n_formula(formula*, int)
  0.00      0.35     0.00       14     0.00     0.00  get_formula_from_sequence(char*)
  0.00      0.35     0.00       11     0.00     0.00  get_distribution_activation()
  0.00      0.35     0.00       10     0.00    16.99  load_string_keyword(_IO_FILE*, char const*)
  0.00      0.35     0.00       10     0.00     0.00  is_decoy_mode_activated()
  0.00      0.35     0.00       10     0.00     0.00  free_cpt(cleavePoint*)
  0.00      0.35     0.00        9     0.00     0.00  load_int_keyword(_IO_FILE*, char*)
  0.00      0.35     0.00        8     0.00     0.00  stringToCpl(char*)
  0.00      0.35     0.00        8     0.00     0.00  get_number_of_activated_modifications()
  0.00      0.35     0.00        8     0.00     0.00  bitrv2(int, int*, double*)
  0.00      0.35     0.00        8     0.00     0.00  free_cplt(cleavePointList*)
  0.00      0.35     0.00        8     0.00     0.00  free_enzt(enzyme*)
  0.00      0.35     0.00        8     0.00     0.00  nextEntry(long*)
  0.00      0.35     0.00        7     0.00     0.00  add_protein(char*, char*, complex*, double)
  0.00      0.35     0.00        7     0.00     0.00  real_digest(char*)
  0.00      0.35     0.00        7     0.00     0.00  copy_spectrum(complex*)
  0.00      0.35     0.00        7     0.00     0.00  get_theo_spectrum()
  0.00      0.35     0.00        7     0.00     0.00  is_a_wanted_protein()
  0.00      0.35     0.00        7     0.00     0.00  get_formulae_of_peptides(int*)
  0.00      0.35     0.00        7     0.00     0.00  compute_equivalent_peptides()
  0.00      0.35     0.00        7     0.00     0.00  save_partial_peptide_scoring(double*, int)
  0.00      0.35     0.00        7     0.00     0.00  get_current_peptide_score_save()
  0.00      0.35     0.00        7     0.00     0.00  get_current_peptide_score_size()
  0.00      0.35     0.00        7     0.00     0.00  sort_and_init_with_peptide_scoring()
  0.00      0.35     0.00        7     0.00     0.00  digest()
  0.00      0.35     0.00        7     0.00     0.00  getSeq()
  0.00      0.35     0.00        7     0.00     0.00  cftfsub(int, double*, double*)
  0.00      0.35     0.00        7     0.00     0.00  getDesc()
  0.00      0.35     0.00        6     0.00     0.00  load_float_keyword(_IO_FILE*, char*)
  0.00      0.35     0.00        3     0.00     0.00  add_chains(char const*, char const*)
  0.00      0.35     0.00        3     0.00     0.00  get_base_name()
  0.00      0.35     0.00        3     0.00     0.00  is_fasta_chosen()
  0.00      0.35     0.00        2     0.00     0.00  get_maximum_mass()
  0.00      0.35     0.00        2     0.00     0.00  get_minimum_mass()
  0.00      0.35     0.00        2     0.00     0.00  load_boolean_keyword(_IO_FILE*, char*)
  0.00      0.35     0.00        2     0.00     0.00  get_maximum_peptide_length()
  0.00      0.35     0.00        2     0.00     0.00  is_exp_protein_mass_activated()
  0.00      0.35     0.00        1     0.00     0.00  enzym_load(char const*)
  0.00      0.35     0.00        1     0.00     0.00  fastafopen(char const*, long*)
  0.00      0.35     0.00        1     0.00     0.00  get_specie()
  0.00      0.35     0.00        1     0.00     0.00  fastafclose()
  0.00      0.35     0.00        1     0.00     0.00  free_tables()
  0.00      0.35     0.00        1     0.00     0.00  get_threshold()
  0.00      0.35     0.00        1     0.00     0.25  read_spectrum(char const*)
  0.00      0.35     0.00        1     0.00     0.00  formula_tochar(formula*)
  0.00      0.35     0.00        1     0.00     0.00  free_isodistrib()
  0.00      0.35     0.00        1     0.00     0.00  get_used_enzyme()
  0.00      0.35     0.00        1     0.00     0.00  ascq_me_cleaning()
  0.00      0.35     0.00        1     0.00     0.00  free_enzym_table(enzyme_list*)
  0.00      0.35     0.00        1     0.00     0.00  get_exp_spectrum()
  0.00      0.35     0.00        1     0.00     0.00  init_peptid_link(element*, int)
  0.00      0.35     0.00        1     0.00     0.00  free_peptide_link()
  0.00      0.35     0.00        1     0.00     0.00  get_element_table(char const*, int*)
  0.00      0.35     0.00        1     0.00     0.00  free_element_table(element*, int)
  0.00      0.35     0.00        1     0.00     0.00  get_fasta_filename()
  0.00      0.35     0.00        1     0.00     0.00  get_gaussian_value()
  0.00      0.35     0.00        1     0.00   169.92  load_configuration(char*)
  0.00      0.35     0.00        1     0.00     0.00  load_modifications(char const*)
  0.00      0.35     0.00        1     0.00     0.00  set_peptide_charge(char const*)
  0.00      0.35     0.00        1     0.00     0.00  free_util_digestion()
  0.00      0.35     0.00        1     0.00     0.00  init_util_digestion()
  0.00      0.35     0.00        1     0.00     0.00  fprint_configuration(_IO_FILE*)
  0.00      0.35     0.00        1     0.00     0.00  get_amino_acid_table(char const*, element*, int)
  0.00      0.35     0.00        1     0.00     0.00  init_ascq_me_display()
  0.00      0.35     0.00        1     0.00     0.00  free_amino_acid_table(amino_acid_CF*)
  0.00      0.35     0.00        1     0.00     0.00  get_peptide_precision()
  0.00      0.35     0.00        1     0.00     0.00  tables_initialisation()
  0.00      0.35     0.00        1     0.00     0.00  default_peptide_charge()
  0.00      0.35     0.00        1     0.00     0.00  free_all_modifications()
  0.00      0.35     0.00        1     0.00     0.00  get_spectrum_precision()
  0.00      0.35     0.00        1     0.00     0.00  fprintf_ascq_me_results(_IO_FILE*)
  0.00      0.35     0.00        1     0.00     0.00  get_nb_missed_cleavages()
  0.00      0.35     0.00        1     0.00     0.00  get_scoring_sensitivity()
  0.00      0.35     0.00        1     0.00     0.00  get_peptide_maximum_mass()
  0.00      0.35     0.00        1     0.00     0.00  get_experimental_filename()
  0.00      0.35     0.00        1     0.00     0.00  get_spectrum_maximum_mass()
  0.00      0.35     0.00        1     0.00     0.00  get_activation_full_digest()
  0.00      0.35     0.00        1     0.00     0.00  get_minimum_peptide_number()
  0.00      0.35     0.00        1     0.00     0.00  free_activated_modification()
  0.00      0.35     0.00        1     0.00     0.00  ascq_me_configuration_cleaning()
  0.00      0.35     0.00        1     0.00     0.00  fprintf_ascq_me_peptide_scoring(_IO_FILE*)
  0.00      0.35     0.00        1     0.00    10.00  fprintf_ascq_me_results_table_form(_IO_FILE*)
  0.00      0.35     0.00        1     0.00     0.00  get_minimum_matched_peptide_number()
  0.00      0.35     0.00        1     0.00     0.00  makewt(int, int*, double*)
  0.00      0.35     0.00        1     0.00     0.00  __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 2.86% of 0.35 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.35                 main [1]
                0.09    0.08       7/7           optimized_isotopic_distribution(formula*, int) [2]
                0.00    0.17       1/1           load_configuration(char*) [4]
                0.00    0.01       1/1           fprintf_ascq_me_results_table_form(_IO_FILE*) [9]
                0.00    0.00       9/195         is_verbose_mode_activated() [49]
                0.00    0.00       8/10          is_decoy_mode_activated() [60]
                0.00    0.00       8/8           nextEntry(long*) [68]
                0.00    0.00       7/7           is_a_wanted_protein() [73]
                0.00    0.00       7/7           getSeq() [81]
                0.00    0.00       7/7           real_digest(char*) [70]
                0.00    0.00       7/7           get_formulae_of_peptides(int*) [74]
                0.00    0.00       7/7           get_current_peptide_score_save() [77]
                0.00    0.00       7/7           get_current_peptide_score_size() [78]
                0.00    0.00       7/7           get_theo_spectrum() [72]
                0.00    0.00       7/7           save_partial_peptide_scoring(double*, int) [76]
                0.00    0.00       7/7           getDesc() [83]
                0.00    0.00       7/7           add_protein(char*, char*, complex*, double) [69]
                0.00    0.00       7/21          free_n_formula(formula*, int) [57]
                0.00    0.00       3/3           add_chains(char const*, char const*) [85]
                0.00    0.00       3/3           get_base_name() [86]
                0.00    0.00       1/1           init_ascq_me_display() [117]
                0.00    0.00       1/3           is_fasta_chosen() [87]
                0.00    0.00       1/1           fprintf_ascq_me_results(_IO_FILE*) [124]
                0.00    0.00       1/1           fprint_configuration(_IO_FILE*) [115]
                0.00    0.00       1/1           ascq_me_configuration_cleaning() [133]
                0.00    0.00       1/1           ascq_me_cleaning() [102]
                0.00    0.00       1/1           fprintf_ascq_me_peptide_scoring(_IO_FILE*) [134]
-----------------------------------------------
                0.09    0.08       7/7           main [1]
[2]     48.6    0.09    0.08       7         optimized_isotopic_distribution(formula*, int) [2]
                0.07    0.00     280/281         integral_normalization(double, int, complex*) [6]
                0.01    0.00 2545664/14782464     complex_multiplication(complex, complex) [7]
                0.00    0.00   35217/236817      compute_correlation(int, complex*) [17]
                0.00    0.00    1243/1249        get_atom_quantity(char const*) [35]
                0.00    0.00    1243/1243        get_X_atom(char*) [36]
                0.00    0.00     555/555         is_equivalent_to_another(int) [42]
                0.00    0.00     510/2192        copy_composition(composition*, int) [33]
                0.00    0.00     510/10963       get_weight(formula*) [22]
                0.00    0.00     510/2287        free_composition(composition*, int) [32]
                0.00    0.00     273/280         cdft(int, int, double*, int*, double*) [44]
                0.00    0.00      21/195         is_verbose_mode_activated() [49]
-----------------------------------------------
                0.00    0.17      10/10          load_configuration(char*) [4]
[3]     48.5    0.00    0.17      10         load_string_keyword(_IO_FILE*, char const*) [3]
                0.12    0.05       1/1           init_distrib() [5]
                0.00    0.00       1/1           read_spectrum(char const*) [10]
                0.00    0.00      10/719         read_line(_IO_FILE*) [39]
                0.00    0.00       1/1           fastafopen(char const*, long*) [94]
-----------------------------------------------
                0.00    0.17       1/1           main [1]
[4]     48.5    0.00    0.17       1         load_configuration(char*) [4]
                0.00    0.17      10/10          load_string_keyword(_IO_FILE*, char const*) [3]
                0.00    0.00      28/2559        jump_commentaries(_IO_FILE*, char) [29]
                0.00    0.00       9/9           load_int_keyword(_IO_FILE*, char*) [62]
                0.00    0.00       6/6           load_float_keyword(_IO_FILE*, char*) [84]
                0.00    0.00       2/2           load_boolean_keyword(_IO_FILE*, char*) [90]
                0.00    0.00       1/1           tables_initialisation() [120]
                0.00    0.00       1/1           load_modifications(char const*) [111]
                0.00    0.00       1/1           init_util_digestion() [114]
                0.00    0.00       1/11          get_distribution_activation() [59]
-----------------------------------------------
                0.12    0.05       1/1           load_string_keyword(_IO_FILE*, char const*) [3]
[5]     48.5    0.12    0.05       1         init_distrib() [5]
                0.05    0.00 12236800/14782464     complex_multiplication(complex, complex) [7]
                0.00    0.00     164/195         is_verbose_mode_activated() [49]
                0.00    0.00       7/280         cdft(int, int, double*, int*, double*) [44]
                0.00    0.00       6/64          get_element_table_size() [53]
                0.00    0.00       6/64          get_element_table() [52]
                0.00    0.00       6/139         read_formula(char const*, element*, int) [51]
                0.00    0.00       6/56          free_formula(formula*) [54]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_integer<int>::__value, double>::__type std::sqrt<int>(int) [137]
-----------------------------------------------
                0.00    0.00       1/281         read_spectrum(char const*) [10]
                0.07    0.00     280/281         optimized_isotopic_distribution(formula*, int) [2]
[6]     20.0    0.07    0.00     281         integral_normalization(double, int, complex*) [6]
-----------------------------------------------
                0.01    0.00 2545664/14782464     optimized_isotopic_distribution(formula*, int) [2]
                0.05    0.00 12236800/14782464     init_distrib() [5]
[7]     17.1    0.06    0.00 14782464         complex_multiplication(complex, complex) [7]
-----------------------------------------------
                0.01    0.00   28802/28802       fprintf_ascq_me_results_table_form(_IO_FILE*) [9]
[8]      2.9    0.01    0.00   28802         get_step() [8]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[9]      2.9    0.00    0.01       1         fprintf_ascq_me_results_table_form(_IO_FILE*) [9]
                0.01    0.00   28802/28802       get_step() [8]
                0.00    0.00  201600/236817      compute_correlation(int, complex*) [17]
                0.00    0.00       7/14          get_formula_from_sequence(char*) [58]
                0.00    0.00       7/10963       get_weight(formula*) [22]
                0.00    0.00       7/56          free_formula(formula*) [54]
                0.00    0.00       1/2           get_minimum_mass() [89]
                0.00    0.00       1/2           get_maximum_mass() [88]
                0.00    0.00       1/1           get_exp_spectrum() [104]
-----------------------------------------------
                0.00    0.00       1/1           load_string_keyword(_IO_FILE*, char const*) [3]
[10]     0.1    0.00    0.00       1         read_spectrum(char const*) [10]
                0.00    0.00       1/281         integral_normalization(double, int, complex*) [6]
                0.00    0.00       1/2559        jump_commentaries(_IO_FILE*, char) [29]
                0.00    0.00       1/195         is_verbose_mode_activated() [49]
-----------------------------------------------
                0.00    0.00   35217/236817      optimized_isotopic_distribution(formula*, int) [2]
                0.00    0.00  201600/236817      fprintf_ascq_me_results_table_form(_IO_FILE*) [9]
[17]     0.0    0.00    0.00  236817         compute_correlation(int, complex*) [17]
-----------------------------------------------
                0.00    0.00  115938/115938      add_formula(formula*, formula*) [19]
[18]     0.0    0.00    0.00  115938         add_element(formula*, composition*) [18]
                0.00    0.00    3770/9787        copy_one_element(element*) [25]
-----------------------------------------------
                0.00    0.00    9618/36266       get_formulae_of_peptides(int*) [74]
                0.00    0.00    9618/36266       get_peptide_formula_from_index(int) [43]
                0.00    0.00   17030/36266       get_formula_from_sequence(char*) [58]
[19]     0.0    0.00    0.00   36266         add_formula(formula*, formula*) [19]
                0.00    0.00  115938/115938      add_element(formula*, composition*) [18]
-----------------------------------------------
                0.00    0.00    4809/24073       digest() [80]
                0.00    0.00    5364/24073       get_formulae_of_peptides(int*) [74]
                0.00    0.00    5364/24073       get_peptide_formula_from_index(int) [43]
                0.00    0.00    8536/24073       get_formula_from_sequence(char*) [58]
[20]     0.0    0.00    0.00   24073         get_util_formula(char const*) [20]
-----------------------------------------------
                0.00    0.00    4254/21270       digest() [80]
                0.00    0.00    4254/21270       get_formulae_of_peptides(int*) [74]
                0.00    0.00    4254/21270       get_peptide_formula_from_index(int) [43]
                0.00    0.00    8508/21270       get_formula_from_sequence(char*) [58]
[21]     0.0    0.00    0.00   21270         get_amino_acid(char) [21]
-----------------------------------------------
                0.00    0.00       7/10963       fprintf_ascq_me_results_table_form(_IO_FILE*) [9]
                0.00    0.00     266/10963       fprintf_ascq_me_peptide_scoring(_IO_FILE*) [134]
                0.00    0.00     510/10963       optimized_isotopic_distribution(formula*, int) [2]
                0.00    0.00     555/10963       peptide_charge_weight() [41]
                0.00    0.00     562/10963       fprintf_ascq_me_results(_IO_FILE*) [124]
                0.00    0.00    9063/10963       digest() [80]
[22]     0.0    0.00    0.00   10963         get_weight(formula*) [22]
-----------------------------------------------
                0.00    0.00    9787/9787        copy_one_element(element*) [25]
[23]     0.0    0.00    0.00    9787         copy_isotop(isotop*, int) [23]
-----------------------------------------------
                0.00    0.00    9787/9787        free_composition(composition*, int) [32]
[24]     0.0    0.00    0.00    9787         free_element(element*) [24]
-----------------------------------------------
                0.00    0.00     245/9787        affect_atom(char*, int, int, composition*, element*, int) [48]
                0.00    0.00    3770/9787        add_element(formula*, composition*) [18]
                0.00    0.00    5772/9787        copy_composition(composition*, int) [33]
[25]     0.0    0.00    0.00    9787         copy_one_element(element*) [25]
                0.00    0.00    9787/9787        copy_isotop(isotop*, int) [23]
-----------------------------------------------
                0.00    0.00    4254/4254        digest() [80]
[26]     0.0    0.00    0.00    4254         cpl_isCleavage2(cleavePointList*, char, char, char) [26]
-----------------------------------------------
                0.00    0.00     150/3646        load_modifications(char const*) [111]
                0.00    0.00     719/3646        read_line(_IO_FILE*) [39]
                0.00    0.00    2777/3646        get_element_table(char const*, int*) [107]
[27]     0.0    0.00    0.00    3646         read_until(_IO_FILE*, char) [27]
                0.00    0.00    3646/3646        jump_blanks(_IO_FILE*) [28]
-----------------------------------------------
                0.00    0.00    3646/3646        read_until(_IO_FILE*, char) [27]
[28]     0.0    0.00    0.00    3646         jump_blanks(_IO_FILE*) [28]
-----------------------------------------------
                0.00    0.00       1/2559        read_spectrum(char const*) [10]
                0.00    0.00      28/2559        load_configuration(char*) [4]
                0.00    0.00     100/2559        load_modifications(char const*) [111]
                0.00    0.00    2430/2559        get_element_table(char const*, int*) [107]
[29]     0.0    0.00    0.00    2559         jump_commentaries(_IO_FILE*, char) [29]
                0.00    0.00     510/2297        jump_a_line(_IO_FILE*) [31]
-----------------------------------------------
                0.00    0.00     555/2306        sort_and_init_with_peptide_scoring() [79]
                0.00    0.00    1751/2306        compute_equivalent_peptides() [75]
[30]     0.0    0.00    0.00    2306         get_peptide_sequence(int) [30]
-----------------------------------------------
                0.00    0.00      50/2297        load_modifications(char const*) [111]
                0.00    0.00     510/2297        jump_commentaries(_IO_FILE*, char) [29]
                0.00    0.00    1737/2297        get_element_table(char const*, int*) [107]
[31]     0.0    0.00    0.00    2297         jump_a_line(_IO_FILE*) [31]
-----------------------------------------------
                0.00    0.00      56/2287        free_formula(formula*) [54]
                0.00    0.00      56/2287        free_all_modifications() [122]
                0.00    0.00     510/2287        optimized_isotopic_distribution(formula*, int) [2]
                0.00    0.00    1665/2287        free_n_formula(formula*, int) [57]
[32]     0.0    0.00    0.00    2287         free_composition(composition*, int) [32]
                0.00    0.00    9787/9787        free_element(element*) [24]
-----------------------------------------------
                0.00    0.00     510/2192        optimized_isotopic_distribution(formula*, int) [2]
                0.00    0.00    1682/2192        copy_formula(formula*) [34]
[33]     0.0    0.00    0.00    2192         copy_composition(composition*, int) [33]
                0.00    0.00    5772/9787        copy_one_element(element*) [25]
-----------------------------------------------
                0.00    0.00       3/1682        get_amino_acid_table(char const*, element*, int) [116]
                0.00    0.00      14/1682        get_formula_from_sequence(char*) [58]
                0.00    0.00     555/1682        get_formulae_of_peptides(int*) [74]
                0.00    0.00     555/1682        get_peptide_formula_from_index(int) [43]
                0.00    0.00     555/1682        add_protein(char*, char*, complex*, double) [69]
[34]     0.0    0.00    0.00    1682         copy_formula(formula*) [34]
                0.00    0.00    1682/2192        copy_composition(composition*, int) [33]
-----------------------------------------------
                0.00    0.00       6/1249        fprint_configuration(_IO_FILE*) [115]
                0.00    0.00    1243/1249        optimized_isotopic_distribution(formula*, int) [2]
[35]     0.0    0.00    0.00    1249         get_atom_quantity(char const*) [35]
-----------------------------------------------
                0.00    0.00    1243/1243        optimized_isotopic_distribution(formula*, int) [2]
[36]     0.0    0.00    0.00    1243         get_X_atom(char*) [36]
-----------------------------------------------
                0.00    0.00       1/1111        fprint_configuration(_IO_FILE*) [115]
                0.00    0.00     555/1111        get_formulae_of_peptides(int*) [74]
                0.00    0.00     555/1111        get_peptide_formula_from_index(int) [43]
[37]     0.0    0.00    0.00    1111         get_peptide_charge_formula() [37]
-----------------------------------------------
                0.00    0.00      21/840         cftfsub(int, double*, double*) [82]
                0.00    0.00     819/840         cftbsub(int, double*, double*) [47]
[38]     0.0    0.00    0.00     840         cftmdl(int, int, double*, double*) [38]
-----------------------------------------------
                0.00    0.00       2/719         load_boolean_keyword(_IO_FILE*, char*) [90]
                0.00    0.00       6/719         load_float_keyword(_IO_FILE*, char*) [84]
                0.00    0.00       9/719         load_int_keyword(_IO_FILE*, char*) [62]
                0.00    0.00      10/719         load_string_keyword(_IO_FILE*, char const*) [3]
                0.00    0.00     692/719         get_element_table(char const*, int*) [107]
[39]     0.0    0.00    0.00     719         read_line(_IO_FILE*) [39]
                0.00    0.00     719/3646        read_until(_IO_FILE*, char) [27]
-----------------------------------------------
                0.00    0.00      80/555         free_util_digestion() [113]
                0.00    0.00     475/555         digest() [80]
[40]     0.0    0.00    0.00     555         free_peptide(peptide*) [40]
-----------------------------------------------
                0.00    0.00     555/555         digest() [80]
[41]     0.0    0.00    0.00     555         peptide_charge_weight() [41]
                0.00    0.00     555/10963       get_weight(formula*) [22]
-----------------------------------------------
                0.00    0.00     555/555         optimized_isotopic_distribution(formula*, int) [2]
[42]     0.0    0.00    0.00     555         is_equivalent_to_another(int) [42]
-----------------------------------------------
                0.00    0.00     555/555         sort_and_init_with_peptide_scoring() [79]
[43]     0.0    0.00    0.00     555         get_peptide_formula_from_index(int) [43]
                0.00    0.00    9618/36266       add_formula(formula*, formula*) [19]
                0.00    0.00    5364/24073       get_util_formula(char const*) [20]
                0.00    0.00    4254/21270       get_amino_acid(char) [21]
                0.00    0.00     555/1682        copy_formula(formula*) [34]
                0.00    0.00     555/1111        get_peptide_charge_formula() [37]
-----------------------------------------------
                0.00    0.00       7/280         init_distrib() [5]
                0.00    0.00     273/280         optimized_isotopic_distribution(formula*, int) [2]
[44]     0.0    0.00    0.00     280         cdft(int, int, double*, int*, double*) [44]
                0.00    0.00     273/273         bitrv2conj(int, int*, double*) [46]
                0.00    0.00     273/273         cftbsub(int, double*, double*) [47]
                0.00    0.00       7/8           bitrv2(int, int*, double*) [65]
                0.00    0.00       7/7           cftfsub(int, double*, double*) [82]
                0.00    0.00       1/1           makewt(int, int*, double*) [136]
-----------------------------------------------
                0.00    0.00       7/280         cftfsub(int, double*, double*) [82]
                0.00    0.00     273/280         cftbsub(int, double*, double*) [47]
[45]     0.0    0.00    0.00     280         cft1st(int, double*, double*) [45]
-----------------------------------------------
                0.00    0.00     273/273         cdft(int, int, double*, int*, double*) [44]
[46]     0.0    0.00    0.00     273         bitrv2conj(int, int*, double*) [46]
-----------------------------------------------
                0.00    0.00     273/273         cdft(int, int, double*, int*, double*) [44]
[47]     0.0    0.00    0.00     273         cftbsub(int, double*, double*) [47]
                0.00    0.00     819/840         cftmdl(int, int, double*, double*) [38]
                0.00    0.00     273/280         cft1st(int, double*, double*) [45]
-----------------------------------------------
                0.00    0.00     245/245         read_formula(char const*, element*, int) [51]
[48]     0.0    0.00    0.00     245         affect_atom(char*, int, int, composition*, element*, int) [48]
                0.00    0.00     245/9787        copy_one_element(element*) [25]
                0.00    0.00      23/23          closest_int(double) [56]
-----------------------------------------------
                0.00    0.00       1/195         read_spectrum(char const*) [10]
                0.00    0.00       9/195         main [1]
                0.00    0.00      21/195         optimized_isotopic_distribution(formula*, int) [2]
                0.00    0.00     164/195         init_distrib() [5]
[49]     0.0    0.00    0.00     195         is_verbose_mode_activated() [49]
-----------------------------------------------
                0.00    0.00     157/157         fprintf_ascq_me_results(_IO_FILE*) [124]
[50]     0.0    0.00    0.00     157         get_peptide_score_threshold() [50]
-----------------------------------------------
                0.00    0.00       1/139         set_peptide_charge(char const*) [112]
                0.00    0.00       6/139         init_distrib() [5]
                0.00    0.00      10/139         init_peptid_link(element*, int) [105]
                0.00    0.00      56/139         load_modifications(char const*) [111]
                0.00    0.00      66/139         get_amino_acid_table(char const*, element*, int) [116]
[51]     0.0    0.00    0.00     139         read_formula(char const*, element*, int) [51]
                0.00    0.00     245/245         affect_atom(char*, int, int, composition*, element*, int) [48]
-----------------------------------------------
                0.00    0.00       1/64          set_peptide_charge(char const*) [112]
                0.00    0.00       1/64          tables_initialisation() [120]
                0.00    0.00       6/64          init_distrib() [5]
                0.00    0.00      56/64          load_modifications(char const*) [111]
[52]     0.0    0.00    0.00      64         get_element_table() [52]
-----------------------------------------------
                0.00    0.00       1/64          set_peptide_charge(char const*) [112]
                0.00    0.00       1/64          tables_initialisation() [120]
                0.00    0.00       6/64          init_distrib() [5]
                0.00    0.00      56/64          load_modifications(char const*) [111]
[53]     0.0    0.00    0.00      64         get_element_table_size() [53]
-----------------------------------------------
                0.00    0.00       1/56          free_util_digestion() [113]
                0.00    0.00       6/56          init_distrib() [5]
                0.00    0.00       7/56          fprintf_ascq_me_results(_IO_FILE*) [124]
                0.00    0.00       7/56          fprintf_ascq_me_results_table_form(_IO_FILE*) [9]
                0.00    0.00      10/56          free_peptide_link() [106]
                0.00    0.00      25/56          free_amino_acid_table(amino_acid_CF*) [118]
[54]     0.0    0.00    0.00      56         free_formula(formula*) [54]
                0.00    0.00      56/2287        free_composition(composition*, int) [32]
-----------------------------------------------
                0.00    0.00       1/28          fprint_configuration(_IO_FILE*) [115]
                0.00    0.00       7/28          add_protein(char*, char*, complex*, double) [69]
                0.00    0.00      20/28          init_ascq_me_display() [117]
